transaction_id,order_id,customer_id,transaction_date,transaction_type,amount,payment_method,merchant
txn002689,3564,995,2024-12-27 00:00:00,exchange,1233.88,credit_card,Best Buy
txn002690,4036,294,2024-11-21 00:00:00,refund,291.6,credit_card,Target
txn002691,3631,528,2024-12-26 00:00:00,exchange,345.7,apple_pay,Amazon
txn002692,3074,44,2024-02-26 00:00:00,purchase,53.91,google_pay,Best Buy
txn002693,109,847,2024-12-06 00:00:00,exchange,3782.91,google_pay,Best Buy
txn002694,1696,645,2023-10-04 00:00:00,exchange,2746.46,credit_card,Target
txn002695,2580,295,2024-08-25 00:00:00,refund,115.3,apple_pay,Best Buy
txn002696,2257,582,2024-11-23 00:00:00,purchase,439.73,debit_card,Walmart
txn002697,714,355,2024-12-04 00:00:00,exchange,3565.68,debit_card,Amazon
txn002698,542,194,2024-03-16 00:00:00,purchase,371.45,credit_card,Best Buy
txn002699,773,528,2024-09-28 00:00:00,refund,331.61,debit_card,Amazon
txn002700,3994,408,2024-06-12 00:00:00,refund,157.21,paypal,Target
txn002701,647,482,2023-08-15 00:00:00,exchange,1293.96,apple_pay,eBay
txn002702,4817,40,2024-12-08 00:00:00,exchange,474.02,credit_card,Amazon
txn002703,1245,42,2024-12-31 00:00:00,purchase,1299.26,paypal,Best Buy
txn002704,3756,166,2023-04-17 00:00:00,purchase,1872.11,google_pay,Walmart
txn002705,4345,583,2024-07-19 00:00:00,refund,3522.79,paypal,Target
txn002706,1212,492,2024-12-25 00:00:00,refund,290.56,apple_pay,Walmart
txn002707,3811,818,2024-12-31 00:00:00,refund,79.68,debit_card,Target
txn002708,935,539,2023-10-06 00:00:00,exchange,1234.01,google_pay,eBay
txn002709,2380,417,2024-08-22 00:00:00,refund,1093.23,paypal,Walmart
txn002710,130,435,2024-09-27 00:00:00,purchase,1442.14,google_pay,Best Buy
txn002711,4070,475,2024-08-10 00:00:00,refund,2164.3,debit_card,Walmart
txn002712,1612,580,2024-10-20 00:00:00,purchase,63.14,google_pay,Best Buy
txn002713,2746,659,2024-10-06 00:00:00,exchange,2143.1,debit_card,Best Buy
txn002714,2012,893,2024-07-01 00:00:00,refund,1732.1,debit_card,Target
txn002715,3986,40,2024-10-24 00:00:00,refund,916.67,credit_card,Target
txn002716,1882,116,2024-12-25 00:00:00,refund,506.22,debit_card,Walmart
txn002717,1917,751,2024-11-11 00:00:00,exchange,347.82,google_pay,eBay
txn002718,2483,937,2024-03-21 00:00:00,refund,2461.46,paypal,eBay
txn002719,1846,799,2024-10-04 00:00:00,purchase,571.12,apple_pay,Best Buy
txn002720,166,57,2024-11-26 00:00:00,purchase,303.43,debit_card,Best Buy
txn002721,448,619,2024-10-18 00:00:00,purchase,2060.35,credit_card,eBay
txn002722,2934,215,2024-11-14 00:00:00,purchase,661.28,paypal,Walmart
txn002723,2304,67,2024-09-22 00:00:00,exchange,3373.06,google_pay,eBay
txn002724,2633,872,2024-06-30 00:00:00,exchange,3371.45,apple_pay,Best Buy
txn002725,1983,694,2024-06-18 00:00:00,refund,420.64,debit_card,Amazon
txn002726,3541,152,2023-09-27 00:00:00,purchase,1343.62,google_pay,Best Buy
txn002727,200,963,2024-09-21 00:00:00,exchange,192.52,google_pay,eBay
txn002728,2602,770,2024-12-12 00:00:00,refund,194.56,credit_card,eBay
txn002729,3823,559,2024-08-25 00:00:00,exchange,1497.11,paypal,Best Buy
txn002730,3264,160,2024-08-30 00:00:00,exchange,4477.57,apple_pay,eBay
txn002731,1758,92,2024-04-03 00:00:00,exchange,646.44,google_pay,Walmart
txn002732,2545,761,2024-12-24 00:00:00,exchange,740.67,apple_pay,eBay
txn002733,3676,218,2024-09-30 00:00:00,refund,3575.69,apple_pay,Target
txn002734,624,185,2024-09-11 00:00:00,exchange,793.51,apple_pay,eBay
txn002735,1098,36,2024-08-13 00:00:00,purchase,406.21,paypal,eBay
txn002736,4472,914,2024-12-06 00:00:00,purchase,1255.97,paypal,Best Buy
txn002737,3953,993,2024-12-14 00:00:00,exchange,480.11,apple_pay,Target
txn002738,3820,914,2023-11-08 00:00:00,purchase,478.66,google_pay,Amazon
txn002739,3446,614,2024-05-05 00:00:00,refund,946.33,paypal,Best Buy
txn002740,2518,585,2024-12-15 00:00:00,purchase,2221.01,credit_card,eBay
txn002741,4700,45,2023-08-19 00:00:00,refund,2818.56,apple_pay,Best Buy
txn002742,774,548,2024-11-22 00:00:00,purchase,2160.38,debit_card,Target
txn002743,670,897,2024-12-17 00:00:00,exchange,1070.48,google_pay,eBay
txn002744,1100,839,2023-11-07 00:00:00,refund,768.68,apple_pay,Target
txn002745,4368,463,2024-12-29 00:00:00,refund,954.82,apple_pay,eBay
txn002746,2200,886,2024-09-04 00:00:00,refund,3017.09,paypal,eBay
txn002747,3095,318,2024-05-09 00:00:00,exchange,41.6,google_pay,Amazon
txn002748,2885,298,2024-12-08 00:00:00,exchange,4041.45,debit_card,eBay
txn002749,4113,487,2024-06-18 00:00:00,purchase,659.33,credit_card,Amazon
txn002750,1531,754,2024-07-15 00:00:00,exchange,1141.07,credit_card,Target
txn002751,2924,804,2023-12-27 00:00:00,purchase,2294.95,paypal,Walmart
txn002752,4887,945,2024-04-10 00:00:00,exchange,871.58,debit_card,Best Buy
txn002753,1359,737,2024-12-19 00:00:00,refund,249.74,paypal,eBay
txn002754,1617,917,2024-12-29 00:00:00,exchange,2853.71,paypal,Walmart
txn002755,2064,372,2024-06-30 00:00:00,purchase,649.64,google_pay,Amazon
txn002756,178,664,2024-11-28 00:00:00,purchase,4531.73,apple_pay,Target
txn002757,906,200,2024-04-10 00:00:00,purchase,1266.17,paypal,Best Buy
txn002758,2435,7,2024-09-16 00:00:00,exchange,3040.66,apple_pay,eBay
txn002759,797,770,2024-10-05 00:00:00,purchase,348.32,debit_card,eBay
txn002760,4912,70,2024-06-14 00:00:00,exchange,3278.79,credit_card,Amazon
txn002761,4060,376,2024-01-31 00:00:00,purchase,3131.77,google_pay,Target
txn002762,4604,479,2024-12-07 00:00:00,purchase,1731.75,debit_card,eBay
txn002763,2058,927,2024-10-15 00:00:00,purchase,1225.03,debit_card,Amazon
txn002764,2653,957,2024-06-21 00:00:00,exchange,69.91,apple_pay,Walmart
txn002765,2606,437,2023-07-29 00:00:00,exchange,3982.47,credit_card,Best Buy
txn002766,3227,615,2024-05-25 00:00:00,purchase,534.45,apple_pay,eBay
txn002767,2884,179,2024-03-10 00:00:00,refund,150.11,apple_pay,Amazon
txn002768,3925,471,2023-11-15 00:00:00,refund,1176.19,paypal,Amazon
txn002769,1692,598,2024-05-28 00:00:00,purchase,1720.28,credit_card,Walmart
txn002770,3788,853,2024-12-17 00:00:00,refund,1356.96,credit_card,Target
txn002771,1863,75,2024-06-02 00:00:00,exchange,1375.08,credit_card,Best Buy
txn002772,3409,743,2024-06-28 00:00:00,exchange,305.35,paypal,Best Buy
txn002773,3443,484,2024-03-02 00:00:00,exchange,2161.24,apple_pay,Amazon
txn002774,3044,478,2024-04-08 00:00:00,exchange,682.43,paypal,Best Buy
txn002775,229,829,2024-05-13 00:00:00,purchase,895.21,credit_card,eBay
txn002776,3977,431,2024-02-20 00:00:00,exchange,2373.24,debit_card,Amazon
txn002777,1578,25,2024-12-09 00:00:00,exchange,265.1,google_pay,Amazon
txn002778,4008,292,2024-04-04 00:00:00,refund,1693.92,apple_pay,Target
txn002779,4025,781,2024-10-03 00:00:00,refund,38.23,credit_card,Amazon
txn002780,2424,527,2024-04-10 00:00:00,exchange,3479.3,debit_card,Walmart
txn002781,3832,105,2024-04-01 00:00:00,exchange,187.84,debit_card,Walmart
txn002782,2589,807,2024-10-30 00:00:00,purchase,248.05,credit_card,eBay
txn002783,4198,369,2024-04-09 00:00:00,refund,1070.62,paypal,Best Buy
txn002784,4742,884,2023-12-17 00:00:00,refund,91.74,google_pay,eBay
txn002785,995,366,2024-04-12 00:00:00,exchange,660.73,google_pay,Best Buy
txn002786,2125,316,2024-11-21 00:00:00,purchase,148.16,paypal,Amazon
txn002787,4790,522,2024-12-31 00:00:00,exchange,1578.96,paypal,Target
txn002788,731,771,2024-07-21 00:00:00,purchase,783.67,credit_card,eBay
txn002789,3066,217,2023-03-18 00:00:00,refund,971.45,google_pay,Amazon
txn002790,1124,493,2024-11-13 00:00:00,purchase,209.46,paypal,Amazon
txn002791,1739,967,2024-12-05 00:00:00,exchange,543.25,google_pay,Amazon
txn002792,4030,992,2024-05-06 00:00:00,refund,1975.35,apple_pay,Amazon
txn002793,1508,431,2023-05-19 00:00:00,refund,1089.97,apple_pay,eBay
txn002794,3762,998,2024-12-19 00:00:00,purchase,2406.0,apple_pay,Target
txn002795,4606,159,2024-03-10 00:00:00,purchase,2277.9,apple_pay,eBay
txn002796,3291,631,2024-12-06 00:00:00,exchange,1068.58,debit_card,Best Buy
txn002797,1068,867,2024-12-27 00:00:00,purchase,3563.2,google_pay,Amazon
txn002798,1128,363,2024-12-31 00:00:00,refund,675.74,paypal,Amazon
txn002799,4349,271,2024-08-02 00:00:00,refund,1040.12,google_pay,Amazon
txn002800,2878,295,2024-12-27 00:00:00,exchange,1261.65,paypal,Amazon
txn002801,4408,113,2024-09-05 00:00:00,exchange,5147.57,debit_card,eBay
txn002802,67,680,2024-04-19 00:00:00,purchase,1045.56,credit_card,eBay
txn002803,69,532,2023-12-11 00:00:00,purchase,325.05,apple_pay,Amazon
txn002804,1688,583,2024-12-27 00:00:00,purchase,618.87,apple_pay,eBay
txn002805,3415,615,2023-11-08 00:00:00,refund,152.48,credit_card,Best Buy
txn002806,128,90,2024-10-15 00:00:00,purchase,169.77,google_pay,eBay
txn002807,804,323,2024-10-17 00:00:00,purchase,2984.23,google_pay,Best Buy
txn002808,2783,359,2023-12-30 00:00:00,exchange,387.29,credit_card,eBay
txn002809,4207,954,2024-12-06 00:00:00,purchase,1689.31,credit_card,Amazon
txn002810,4915,792,2023-05-16 00:00:00,purchase,2675.14,paypal,Amazon
txn002811,1807,877,2023-11-18 00:00:00,refund,3254.61,debit_card,Walmart
txn002812,3893,198,2024-04-25 00:00:00,exchange,819.33,debit_card,eBay
txn002813,2248,294,2024-11-11 00:00:00,refund,218.18,google_pay,Walmart
txn002814,2074,789,2023-11-30 00:00:00,exchange,1488.31,google_pay,Amazon
txn002815,2304,67,2024-12-26 00:00:00,purchase,3361.91,paypal,Target
txn002816,3987,973,2024-10-27 00:00:00,exchange,2173.68,apple_pay,eBay
txn002817,1682,699,2023-06-26 00:00:00,refund,2769.06,credit_card,Walmart
txn002818,3383,412,2024-11-26 00:00:00,exchange,3848.96,google_pay,Best Buy
txn002819,97,304,2023-12-27 00:00:00,refund,939.35,apple_pay,Target
txn002820,629,102,2023-12-07 00:00:00,purchase,1485.07,apple_pay,Walmart
txn002821,2112,385,2024-12-30 00:00:00,exchange,3937.74,credit_card,Walmart
txn002822,3005,131,2024-10-12 00:00:00,refund,874.9,google_pay,Amazon
txn002823,735,340,2024-07-23 00:00:00,exchange,2895.79,debit_card,Best Buy
txn002824,3132,432,2024-06-11 00:00:00,refund,180.94,paypal,eBay
txn002825,2794,675,2024-06-03 00:00:00,exchange,340.75,google_pay,Amazon
txn002826,26,970,2024-08-19 00:00:00,exchange,69.89,google_pay,eBay
txn002827,1903,116,2023-10-04 00:00:00,refund,4393.11,debit_card,Walmart
txn002828,1775,682,2024-10-15 00:00:00,purchase,3422.73,debit_card,Best Buy
txn002829,4318,781,2024-08-09 00:00:00,purchase,1300.85,debit_card,Target
txn002830,1941,859,2024-12-21 00:00:00,exchange,4146.4,paypal,Amazon
txn002831,4102,144,2024-12-04 00:00:00,purchase,150.83,google_pay,eBay
txn002832,3194,128,2024-06-20 00:00:00,refund,1502.33,google_pay,Target
txn002833,112,437,2024-09-21 00:00:00,purchase,2041.67,debit_card,Target
txn002834,1231,757,2024-01-12 00:00:00,purchase,708.5,credit_card,Target
txn002835,3316,600,2024-06-19 00:00:00,refund,2226.91,credit_card,Amazon
txn002836,1184,891,2024-09-11 00:00:00,purchase,5470.18,google_pay,Best Buy
txn002837,1784,454,2024-12-26 00:00:00,purchase,1765.62,google_pay,Walmart
txn002838,832,799,2024-12-06 00:00:00,purchase,4020.24,debit_card,eBay
txn002839,2357,143,2023-09-04 00:00:00,exchange,1288.88,credit_card,Walmart
txn002840,2586,936,2024-11-29 00:00:00,refund,1019.31,credit_card,Walmart
txn002841,4704,693,2024-11-01 00:00:00,purchase,172.17,paypal,Best Buy
txn002842,3470,802,2023-12-07 00:00:00,exchange,2351.82,debit_card,Walmart
txn002843,3669,530,2024-12-30 00:00:00,exchange,644.0,credit_card,Best Buy
txn002844,4986,838,2024-11-12 00:00:00,exchange,619.27,credit_card,Walmart
txn002845,3473,112,2024-10-06 00:00:00,refund,71.26,debit_card,Walmart
txn002846,2854,857,2023-12-21 00:00:00,purchase,1715.19,credit_card,Target
txn002847,3484,674,2024-09-23 00:00:00,refund,707.76,apple_pay,Amazon
txn002848,3132,432,2024-10-19 00:00:00,purchase,128.61,debit_card,eBay
txn002849,3306,875,2024-12-27 00:00:00,refund,2276.82,paypal,Target
txn002850,2561,902,2023-10-11 00:00:00,refund,1862.35,debit_card,Best Buy
txn002851,2938,873,2024-03-04 00:00:00,refund,1062.58,google_pay,Amazon
txn002852,627,319,2024-11-02 00:00:00,exchange,4726.73,google_pay,eBay
txn002853,1379,390,2024-05-23 00:00:00,refund,665.71,paypal,Walmart
txn002854,4617,324,2024-04-15 00:00:00,refund,1033.98,google_pay,Amazon
txn002855,1577,639,2023-07-03 00:00:00,refund,2705.36,google_pay,Best Buy
txn002856,4799,856,2024-07-24 00:00:00,refund,1476.87,google_pay,Target
txn002857,2882,655,2024-10-23 00:00:00,exchange,1053.18,paypal,eBay
txn002858,160,348,2024-08-28 00:00:00,exchange,497.66,debit_card,Best Buy
txn002859,3796,755,2024-12-27 00:00:00,purchase,769.09,google_pay,Best Buy
txn002860,2944,231,2024-12-03 00:00:00,refund,319.14,apple_pay,Walmart
txn002861,2254,802,2024-11-24 00:00:00,refund,4302.13,apple_pay,eBay
txn002862,4839,388,2024-05-15 00:00:00,refund,912.71,debit_card,Target
txn002863,3766,551,2024-09-28 00:00:00,exchange,1181.6,google_pay,Walmart
txn002864,279,947,2024-02-13 00:00:00,purchase,1036.65,debit_card,eBay
txn002865,2156,617,2024-02-24 00:00:00,purchase,291.35,paypal,Amazon
txn002866,4066,263,2024-09-14 00:00:00,refund,2536.47,paypal,Amazon
txn002867,3208,432,2024-10-28 00:00:00,refund,1930.92,apple_pay,eBay
txn002868,1810,105,2024-11-24 00:00:00,exchange,805.66,paypal,Amazon
txn002869,973,418,2023-05-29 00:00:00,refund,260.11,paypal,Amazon
txn002870,1177,459,2024-02-16 00:00:00,refund,1652.3,debit_card,Amazon
txn002871,52,531,2024-07-28 00:00:00,purchase,1004.16,debit_card,Walmart
txn002872,2392,555,2024-12-28 00:00:00,exchange,3920.48,paypal,Walmart
txn002873,2899,70,2024-02-20 00:00:00,exchange,1009.61,apple_pay,Target
txn002874,3068,924,2024-02-23 00:00:00,purchase,1652.44,google_pay,Target
txn002875,4734,748,2023-05-20 00:00:00,purchase,2097.57,apple_pay,Best Buy
txn002876,4721,731,2024-06-16 00:00:00,purchase,2014.7,apple_pay,Target
txn002877,2823,154,2024-08-14 00:00:00,purchase,363.03,credit_card,Best Buy
txn002878,3460,868,2024-09-08 00:00:00,exchange,3166.77,credit_card,eBay
txn002879,2675,897,2024-12-26 00:00:00,refund,2263.3,apple_pay,Target
txn002880,3603,662,2024-12-13 00:00:00,refund,1169.86,google_pay,eBay
txn002881,3757,228,2024-12-02 00:00:00,purchase,1598.36,google_pay,Best Buy
txn002882,2632,532,2024-01-11 00:00:00,refund,321.8,paypal,Best Buy
txn002883,3944,914,2024-11-10 00:00:00,purchase,560.43,debit_card,Walmart
txn002884,1644,386,2023-11-09 00:00:00,exchange,1923.97,apple_pay,eBay
txn002885,3930,962,2024-07-18 00:00:00,purchase,1531.84,google_pay,Amazon
txn002886,6,459,2024-04-03 00:00:00,refund,1190.03,apple_pay,Amazon
txn002887,4831,289,2023-07-14 00:00:00,exchange,2447.77,paypal,Amazon
txn002888,2011,242,2024-07-08 00:00:00,refund,1812.62,debit_card,Target
txn002889,4986,838,2024-11-11 00:00:00,purchase,542.92,debit_card,Target
txn002890,4737,778,2024-06-04 00:00:00,exchange,669.12,debit_card,eBay
txn002891,3577,991,2023-11-19 00:00:00,exchange,521.52,debit_card,Target
txn002892,3462,817,2024-12-07 00:00:00,purchase,375.9,apple_pay,Target
txn002893,2381,542,2023-06-29 00:00:00,exchange,2480.94,debit_card,Target
txn002894,3712,147,2024-09-20 00:00:00,purchase,54.07,debit_card,Best Buy
txn002895,4504,397,2024-03-31 00:00:00,exchange,878.63,paypal,eBay
txn002896,45,341,2023-11-05 00:00:00,exchange,3527.51,apple_pay,Amazon
txn002897,4514,8,2024-03-16 00:00:00,purchase,110.43,google_pay,Walmart
txn002898,3103,123,2024-12-18 00:00:00,refund,2078.97,debit_card,Target
txn002899,955,459,2024-11-14 00:00:00,purchase,472.34,debit_card,eBay
txn002900,1369,954,2024-03-17 00:00:00,refund,2061.86,apple_pay,Target
txn002901,3750,826,2024-12-27 00:00:00,exchange,847.66,credit_card,eBay
txn002902,3471,794,2024-12-07 00:00:00,exchange,1292.02,credit_card,Best Buy
txn002903,3891,118,2024-09-13 00:00:00,refund,188.65,debit_card,Walmart
txn002904,4927,924,2024-08-15 00:00:00,refund,376.08,credit_card,Target
txn002905,3500,925,2024-12-25 00:00:00,purchase,87.93,apple_pay,eBay
txn002906,689,925,2023-06-12 00:00:00,purchase,580.29,google_pay,Walmart
txn002907,2798,725,2024-03-13 00:00:00,refund,3105.97,credit_card,Walmart
txn002908,2187,169,2024-12-01 00:00:00,refund,1387.24,paypal,Target
txn002909,2853,614,2024-08-14 00:00:00,refund,676.36,debit_card,Best Buy
txn002910,1884,832,2023-02-14 00:00:00,exchange,5053.66,credit_card,Walmart
txn002911,371,262,2024-07-06 00:00:00,refund,579.66,apple_pay,Best Buy
txn002912,1298,88,2023-07-23 00:00:00,refund,305.59,google_pay,Amazon
txn002913,4276,887,2024-05-16 00:00:00,refund,94.94,apple_pay,eBay
txn002914,3246,296,2024-08-24 00:00:00,refund,493.54,paypal,Amazon
txn002915,2596,359,2024-05-01 00:00:00,refund,2491.86,google_pay,Target
txn002916,382,378,2024-04-01 00:00:00,purchase,727.41,debit_card,Walmart
txn002917,2510,910,2024-04-25 00:00:00,exchange,1143.3,google_pay,Amazon
txn002918,95,761,2024-04-20 00:00:00,exchange,3712.4,debit_card,eBay
txn002919,2021,723,2024-12-26 00:00:00,refund,518.89,paypal,Best Buy
txn002920,4198,369,2024-05-16 00:00:00,exchange,1509.35,paypal,Walmart
txn002921,1090,873,2024-08-02 00:00:00,purchase,1426.16,debit_card,Best Buy
txn002922,403,201,2023-09-09 00:00:00,purchase,827.96,credit_card,Target
txn002923,242,237,2024-11-08 00:00:00,refund,1359.46,debit_card,Target
txn002924,1414,469,2024-11-20 00:00:00,exchange,2486.84,google_pay,eBay
txn002925,3278,349,2024-08-03 00:00:00,purchase,505.29,paypal,Best Buy
txn002926,742,295,2023-02-19 00:00:00,purchase,3196.77,apple_pay,eBay
txn002927,4267,174,2023-05-15 00:00:00,refund,397.36,credit_card,Walmart
txn002928,694,117,2024-09-25 00:00:00,purchase,415.14,debit_card,eBay
txn002929,3370,761,2024-07-20 00:00:00,purchase,3840.95,debit_card,Best Buy
txn002930,197,313,2023-08-02 00:00:00,refund,320.95,paypal,Best Buy
txn002931,655,422,2024-12-10 00:00:00,purchase,2178.96,debit_card,eBay
txn002932,1121,209,2024-10-04 00:00:00,purchase,1227.56,apple_pay,eBay
txn002933,2850,500,2024-03-11 00:00:00,refund,598.71,apple_pay,Amazon
txn002934,1950,697,2024-02-21 00:00:00,purchase,144.0,debit_card,Target
txn002935,240,253,2023-11-25 00:00:00,refund,1447.11,paypal,Amazon
txn002936,310,165,2024-04-14 00:00:00,purchase,2227.64,apple_pay,Target
txn002937,1524,594,2024-12-27 00:00:00,purchase,1398.77,google_pay,Target
txn002938,1215,27,2024-10-02 00:00:00,purchase,1546.19,debit_card,eBay
txn002939,1258,653,2024-12-18 00:00:00,purchase,2723.11,google_pay,Best Buy
txn002940,72,536,2024-03-25 00:00:00,purchase,182.76,debit_card,Amazon
txn002941,634,488,2023-06-12 00:00:00,refund,1866.43,apple_pay,Walmart
txn002942,2929,112,2024-12-27 00:00:00,purchase,131.67,debit_card,Target
txn002943,552,983,2024-11-17 00:00:00,exchange,1964.38,credit_card,eBay
txn002944,3942,94,2024-11-18 00:00:00,purchase,1196.58,google_pay,eBay
txn002945,4351,901,2024-11-01 00:00:00,refund,27.2,credit_card,Amazon
txn002946,3033,894,2024-02-28 00:00:00,purchase,2074.62,paypal,eBay
txn002947,3807,366,2024-10-24 00:00:00,purchase,1556.15,google_pay,eBay
txn002948,2635,394,2024-09-27 00:00:00,purchase,2120.99,paypal,eBay
txn002949,979,557,2023-11-14 00:00:00,exchange,3051.27,credit_card,Best Buy
txn002950,214,942,2024-02-23 00:00:00,exchange,137.44,apple_pay,Amazon
txn002951,2150,665,2023-12-26 00:00:00,purchase,3463.65,credit_card,Target
txn002952,2157,320,2023-07-15 00:00:00,refund,632.25,credit_card,Amazon
txn002953,3976,464,2024-12-12 00:00:00,refund,3159.13,apple_pay,Best Buy
txn002954,184,763,2024-06-23 00:00:00,purchase,734.18,credit_card,Target
txn002955,4090,451,2024-09-18 00:00:00,refund,406.51,paypal,Best Buy
txn002956,4337,761,2024-10-10 00:00:00,purchase,2956.4,paypal,Best Buy
txn002957,3514,867,2024-05-05 00:00:00,refund,2140.93,apple_pay,Best Buy
txn002958,2970,633,2023-11-11 00:00:00,purchase,419.02,debit_card,Best Buy
txn002959,3363,501,2024-09-28 00:00:00,exchange,376.5,debit_card,Target
txn002960,4660,981,2023-12-28 00:00:00,purchase,499.81,apple_pay,Walmart
txn002961,1422,972,2024-02-09 00:00:00,purchase,1835.01,credit_card,Walmart
txn002962,1031,899,2024-12-26 00:00:00,purchase,1275.21,debit_card,Amazon
txn002963,4232,340,2024-03-04 00:00:00,purchase,195.39,apple_pay,Best Buy
txn002964,778,111,2024-09-14 00:00:00,purchase,2947.24,apple_pay,Walmart
txn002965,1416,28,2024-04-05 00:00:00,purchase,1731.69,debit_card,Best Buy
txn002966,2728,990,2024-11-04 00:00:00,purchase,4796.94,credit_card,Amazon
txn002967,3932,99,2024-12-07 00:00:00,refund,1731.16,credit_card,Target
txn002968,475,624,2023-09-23 00:00:00,purchase,1136.42,google_pay,Walmart
txn002969,2748,107,2024-10-26 00:00:00,purchase,2959.79,debit_card,Best Buy
txn002970,2950,86,2024-08-30 00:00:00,exchange,828.31,paypal,Target
txn002971,3139,806,2024-06-29 00:00:00,refund,1112.27,debit_card,Target
txn002972,2754,477,2024-05-22 00:00:00,refund,2144.03,debit_card,Best Buy
txn002973,1983,694,2024-10-01 00:00:00,exchange,395.97,credit_card,Target
txn002974,3881,917,2024-09-20 00:00:00,purchase,2095.33,paypal,Amazon
txn002975,2641,258,2024-10-27 00:00:00,refund,289.72,google_pay,Walmart
txn002976,3800,756,2023-08-02 00:00:00,purchase,872.64,paypal,Target
txn002977,2763,507,2024-12-24 00:00:00,purchase,1402.94,google_pay,Amazon
txn002978,2460,638,2024-05-14 00:00:00,purchase,2364.3,credit_card,Amazon
txn002979,3746,526,2024-04-28 00:00:00,exchange,2259.35,google_pay,eBay
txn002980,3987,973,2024-04-28 00:00:00,refund,1727.14,credit_card,Amazon
txn002981,4105,169,2023-12-14 00:00:00,exchange,1818.92,credit_card,eBay
txn002982,3840,942,2024-01-05 00:00:00,purchase,220.93,credit_card,Best Buy
txn002983,318,953,2024-01-23 00:00:00,refund,1614.05,google_pay,Amazon
txn002984,1794,950,2024-12-16 00:00:00,purchase,513.68,apple_pay,Amazon
txn002985,2221,852,2024-05-31 00:00:00,purchase,3368.1,credit_card,Best Buy
txn002986,1440,775,2024-11-23 00:00:00,purchase,510.5,apple_pay,Best Buy
txn002987,3283,855,2023-05-17 00:00:00,exchange,1942.71,apple_pay,Walmart
txn002988,1080,336,2024-05-14 00:00:00,exchange,324.5,google_pay,Walmart
txn002989,4644,243,2024-11-24 00:00:00,exchange,1927.7,apple_pay,Best Buy
txn002990,1184,891,2024-10-14 00:00:00,purchase,5611.71,credit_card,Best Buy
txn002991,4214,75,2024-12-28 00:00:00,refund,1667.88,credit_card,Best Buy
txn002992,218,210,2024-12-16 00:00:00,purchase,681.36,paypal,eBay
txn002993,3430,518,2023-05-29 00:00:00,purchase,397.97,apple_pay,Amazon
txn002994,680,669,2024-11-17 00:00:00,purchase,147.18,google_pay,Best Buy
txn002995,2993,998,2024-08-19 00:00:00,exchange,105.59,apple_pay,Target
txn002996,4697,479,2024-10-24 00:00:00,purchase,184.78,debit_card,Amazon
txn002997,1611,95,2024-06-30 00:00:00,purchase,2561.75,apple_pay,Amazon
txn002998,72,536,2024-06-16 00:00:00,purchase,180.89,debit_card,Walmart
txn002999,3921,794,2024-10-14 00:00:00,refund,450.29,apple_pay,Target
txn003000,3202,337,2024-12-24 00:00:00,refund,842.58,credit_card,Amazon
txn003001,1854,414,2024-11-26 00:00:00,exchange,2514.44,apple_pay,Target
txn003002,829,13,2024-01-26 00:00:00,purchase,535.76,google_pay,eBay
txn003003,2935,955,2024-03-17 00:00:00,purchase,1688.62,debit_card,Amazon
txn003004,2743,838,2024-12-12 00:00:00,purchase,1085.97,credit_card,Walmart
txn003005,1812,254,2024-11-16 00:00:00,refund,1752.6,paypal,Amazon
txn003006,3136,747,2023-07-19 00:00:00,exchange,1469.42,paypal,Best Buy
txn003007,261,861,2024-10-19 00:00:00,exchange,1463.37,apple_pay,Amazon
txn003008,2964,960,2024-12-07 00:00:00,refund,1503.42,credit_card,eBay
txn003009,1185,606,2024-02-11 00:00:00,refund,2151.14,credit_card,eBay
txn003010,2584,508,2024-10-07 00:00:00,refund,1912.16,paypal,Target
txn003011,769,418,2024-01-23 00:00:00,exchange,191.02,debit_card,eBay
txn003012,2783,359,2024-01-09 00:00:00,purchase,302.26,apple_pay,eBay
txn003013,3081,612,2024-12-05 00:00:00,purchase,1432.83,debit_card,eBay
txn003014,2867,812,2024-01-30 00:00:00,exchange,3836.77,paypal,Best Buy
txn003015,1397,709,2024-09-13 00:00:00,purchase,2513.58,apple_pay,Amazon
txn003016,2291,435,2024-12-20 00:00:00,exchange,551.81,google_pay,Target
txn003017,1210,30,2024-10-03 00:00:00,exchange,3145.47,apple_pay,Amazon
txn003018,419,275,2024-03-29 00:00:00,exchange,2733.91,credit_card,Target
txn003019,4812,939,2024-07-09 00:00:00,refund,1577.91,credit_card,eBay
txn003020,4357,721,2024-12-11 00:00:00,purchase,4865.7,google_pay,Walmart
txn003021,2940,218,2024-10-21 00:00:00,exchange,477.39,apple_pay,Best Buy
txn003022,3755,819,2024-10-10 00:00:00,refund,4141.36,debit_card,eBay
txn003023,156,40,2024-01-07 00:00:00,purchase,1578.94,credit_card,Walmart
txn003024,1663,156,2024-07-14 00:00:00,exchange,724.96,credit_card,Best Buy
txn003025,3378,971,2024-05-26 00:00:00,refund,1367.17,debit_card,Walmart
txn003026,3024,752,2023-11-26 00:00:00,refund,1015.31,google_pay,Best Buy
txn003027,1132,881,2024-07-30 00:00:00,purchase,3108.76,debit_card,Target
txn003028,2850,500,2023-12-24 00:00:00,refund,799.53,paypal,Target
txn003029,2819,787,2024-12-03 00:00:00,exchange,1685.83,credit_card,Amazon
txn003030,4023,832,2023-03-08 00:00:00,refund,1043.86,debit_card,Amazon
