event_id,user_id,event_timestamp,event_type,page_url,session_id,region
evt003654,828,2024-06-14 00:00:00,pageview,/checkout,session_2087,east
evt003655,875,2023-03-05 00:00:00,pageview,/home,session_3897,north
evt003656,812,2023-10-13 00:00:00,purchase,/cart,session_682,south
evt003657,613,2024-06-15 00:00:00,login,/home,session_2938,south
evt003658,281,2023-08-29 00:00:00,purchase,/profile,session_4495,south
evt003659,620,2023-06-23 00:00:00,click,/cart,session_2629,south
evt003660,386,2023-04-03 00:00:00,click,/profile,session_4285,north
evt003661,649,2023-03-30 00:00:00,add_to_cart,/products,session_2984,west
evt003662,645,2024-03-21 00:00:00,pageview,/cart,session_4098,south
evt003663,86,2023-04-11 00:00:00,search,/checkout,session_2920,west
evt003664,997,2024-03-22 00:00:00,login,/checkout,session_1536,west
evt003665,810,2024-07-04 00:00:00,pageview,/profile,session_2395,west
evt003666,118,2024-07-30 00:00:00,search,/profile,session_1476,west
evt003667,293,2024-04-15 00:00:00,login,/checkout,session_4304,west
evt003668,530,2023-06-11 00:00:00,search,/checkout,session_2860,west
evt003669,241,2024-05-17 00:00:00,search,/profile,session_2262,south
evt003670,476,2024-09-07 00:00:00,login,/profile,session_883,north
evt003671,631,2023-06-08 00:00:00,login,/profile,session_734,east
evt003672,150,2024-06-13 00:00:00,add_to_cart,/products,session_4039,south
evt003673,978,2023-03-06 00:00:00,login,/profile,session_2190,south
evt003674,221,2023-08-21 00:00:00,add_to_cart,/checkout,session_4688,east
evt003675,640,2024-01-24 00:00:00,add_to_cart,/products,session_1403,east
evt003676,953,2023-11-29 00:00:00,purchase,/home,session_4636,west
evt003677,278,2024-04-03 00:00:00,purchase,/cart,session_685,south
evt003678,738,2024-11-06 00:00:00,login,/home,session_3476,west
evt003679,85,2024-05-23 00:00:00,purchase,/checkout,session_709,south
evt003680,513,2024-10-29 00:00:00,purchase,/cart,session_26,north
evt003681,610,2024-11-06 00:00:00,login,/cart,session_2617,west
evt003682,769,2024-06-26 00:00:00,add_to_cart,/cart,session_4310,north
evt003683,590,2023-11-09 00:00:00,add_to_cart,/checkout,session_1003,west
evt003684,292,2023-02-15 00:00:00,login,/checkout,session_642,south
evt003685,315,2023-02-16 00:00:00,pageview,/checkout,session_669,west
evt003686,669,2023-02-03 00:00:00,add_to_cart,/home,session_300,south
evt003687,527,2023-05-03 00:00:00,search,/profile,session_4286,east
evt003688,473,2024-05-18 00:00:00,pageview,/home,session_107,north
evt003689,733,2023-05-29 00:00:00,pageview,/cart,session_1613,south
evt003690,315,2023-03-19 00:00:00,click,/products,session_1354,west
evt003691,179,2023-01-14 00:00:00,search,/checkout,session_19,west
evt003692,953,2023-07-12 00:00:00,purchase,/cart,session_4392,west
evt003693,785,2024-09-01 00:00:00,click,/profile,session_2473,west
evt003694,672,2024-07-05 00:00:00,search,/checkout,session_4943,south
evt003695,496,2023-02-12 00:00:00,search,/home,session_1815,east
evt003696,23,2023-01-21 00:00:00,search,/cart,session_3972,south
evt003697,296,2024-02-28 00:00:00,add_to_cart,/home,session_370,south
evt003698,994,2023-04-13 00:00:00,search,/home,session_1887,north
evt003699,721,2023-06-11 00:00:00,click,/products,session_3154,east
evt003700,850,2023-02-24 00:00:00,search,/home,session_4459,north
evt003701,677,2023-12-05 00:00:00,search,/cart,session_3664,west
evt003702,895,2023-08-24 00:00:00,pageview,/cart,session_586,east
evt003703,17,2024-02-06 00:00:00,search,/cart,session_1993,west
evt003704,519,2024-06-06 00:00:00,pageview,/home,session_4978,north
evt003705,657,2024-02-16 00:00:00,purchase,/products,session_358,west
evt003706,188,2024-02-23 00:00:00,purchase,/home,session_3486,west
evt003707,964,2023-08-03 00:00:00,purchase,/products,session_1386,east
evt003708,387,2023-12-09 00:00:00,click,/home,session_2142,south
evt003709,184,2023-02-05 00:00:00,add_to_cart,/home,session_185,west
evt003710,289,2024-06-16 00:00:00,search,/profile,session_3082,east
evt003711,31,2024-12-31 00:00:00,purchase,/checkout,session_892,east
evt003712,984,2023-02-16 00:00:00,pageview,/cart,session_2750,south
evt003713,20,2023-03-27 00:00:00,add_to_cart,/home,session_4920,east
evt003714,185,2024-11-21 00:00:00,add_to_cart,/home,session_1754,east
evt003715,551,2023-04-26 00:00:00,add_to_cart,/products,session_416,west
evt003716,644,2024-04-13 00:00:00,login,/profile,session_1996,south
evt003717,597,2023-01-15 00:00:00,login,/products,session_3057,north
evt003718,685,2023-10-24 00:00:00,purchase,/products,session_4971,west
evt003719,838,2023-07-20 00:00:00,search,/products,session_1384,west
evt003720,762,2023-12-02 00:00:00,pageview,/home,session_908,west
evt003721,482,2024-06-11 00:00:00,click,/products,session_3555,south
evt003722,503,2024-04-01 00:00:00,search,/products,session_4393,west
evt003723,661,2023-05-30 00:00:00,purchase,/cart,session_1080,east
evt003724,459,2024-09-23 00:00:00,add_to_cart,/cart,session_669,west
evt003725,955,2023-09-18 00:00:00,pageview,/checkout,session_1534,west
evt003726,60,2023-02-21 00:00:00,pageview,/products,session_1075,north
evt003727,493,2024-04-05 00:00:00,search,/home,session_4364,west
evt003728,917,2023-02-28 00:00:00,pageview,/products,session_3965,east
evt003729,367,2023-08-21 00:00:00,add_to_cart,/cart,session_4886,east
evt003730,775,2024-08-22 00:00:00,login,/home,session_3671,north
evt003731,22,2024-06-15 00:00:00,search,/products,session_1683,east
evt003732,283,2023-09-01 00:00:00,pageview,/products,session_4185,south
evt003733,731,2023-03-08 00:00:00,purchase,/profile,session_3788,west
evt003734,595,2024-05-04 00:00:00,search,/products,session_3689,east
evt003735,25,2024-10-06 00:00:00,purchase,/profile,session_4351,south
evt003736,601,2024-07-13 00:00:00,add_to_cart,/home,session_2233,west
evt003737,470,2024-06-21 00:00:00,add_to_cart,/checkout,session_3184,east
evt003738,359,2023-02-14 00:00:00,purchase,/profile,session_309,north
evt003739,919,2024-03-04 00:00:00,purchase,/checkout,session_739,south
evt003740,516,2024-01-01 00:00:00,add_to_cart,/checkout,session_1238,west
evt003741,679,2024-12-13 00:00:00,search,/products,session_3771,south
evt003742,837,2024-08-24 00:00:00,login,/cart,session_4564,east
evt003743,300,2024-09-18 00:00:00,purchase,/profile,session_4940,east
evt003744,228,2024-05-08 00:00:00,search,/checkout,session_2232,south
evt003745,245,2023-11-15 00:00:00,search,/products,session_4897,east
evt003746,216,2023-10-18 00:00:00,search,/checkout,session_3244,south
evt003747,770,2024-03-04 00:00:00,click,/cart,session_4619,north
evt003748,58,2024-03-25 00:00:00,add_to_cart,/checkout,session_4620,west
evt003749,36,2024-08-09 00:00:00,click,/home,session_2579,north
evt003750,161,2024-10-17 00:00:00,search,/profile,session_4805,south
evt003751,382,2024-12-11 00:00:00,click,/checkout,session_1860,south
evt003752,415,2023-03-22 00:00:00,search,/products,session_3017,north
evt003753,824,2023-02-10 00:00:00,click,/checkout,session_2892,south
evt003754,124,2023-10-14 00:00:00,pageview,/products,session_4625,west
evt003755,769,2023-10-28 00:00:00,add_to_cart,/home,session_2965,north
evt003756,237,2023-04-05 00:00:00,add_to_cart,/home,session_3980,north
evt003757,380,2023-09-01 00:00:00,login,/products,session_1688,north
evt003758,83,2024-02-14 00:00:00,search,/home,session_3434,west
evt003759,148,2024-05-04 00:00:00,click,/home,session_1338,west
evt003760,523,2023-09-22 00:00:00,login,/cart,session_4271,west
evt003761,328,2024-09-25 00:00:00,add_to_cart,/checkout,session_3407,south
evt003762,379,2023-07-05 00:00:00,pageview,/products,session_2871,west
evt003763,240,2024-10-13 00:00:00,purchase,/checkout,session_3081,west
evt003764,600,2024-12-12 00:00:00,login,/cart,session_2342,east
evt003765,264,2024-02-18 00:00:00,search,/products,session_1472,south
evt003766,306,2023-04-12 00:00:00,login,/products,session_3388,east
evt003767,334,2023-10-23 00:00:00,purchase,/checkout,session_2457,north
evt003768,964,2023-08-21 00:00:00,pageview,/profile,session_1389,east
evt003769,591,2024-12-06 00:00:00,purchase,/home,session_4383,south
evt003770,793,2024-06-28 00:00:00,pageview,/profile,session_3460,north
evt003771,549,2023-06-01 00:00:00,click,/profile,session_1154,east
evt003772,365,2024-05-16 00:00:00,login,/checkout,session_3328,north
evt003773,590,2024-07-03 00:00:00,search,/home,session_3163,west
evt003774,379,2023-05-18 00:00:00,search,/cart,session_2065,west
evt003775,162,2024-06-29 00:00:00,login,/cart,session_86,east
evt003776,670,2023-07-02 00:00:00,purchase,/home,session_4699,east
evt003777,173,2024-10-28 00:00:00,add_to_cart,/checkout,session_1944,west
evt003778,712,2024-05-21 00:00:00,click,/products,session_4,north
evt003779,460,2024-01-03 00:00:00,search,/home,session_2233,east
evt003780,590,2024-04-26 00:00:00,pageview,/cart,session_2169,west
evt003781,434,2024-08-09 00:00:00,pageview,/cart,session_4995,west
evt003782,481,2024-08-10 00:00:00,click,/checkout,session_3675,west
evt003783,454,2023-03-07 00:00:00,click,/checkout,session_3591,south
evt003784,914,2024-08-20 00:00:00,click,/products,session_2956,west
evt003785,912,2024-12-20 00:00:00,login,/profile,session_4732,west
evt003786,706,2023-06-07 00:00:00,login,/home,session_181,south
evt003787,119,2024-04-10 00:00:00,login,/cart,session_2816,west
evt003788,11,2024-08-12 00:00:00,search,/products,session_3629,west
evt003789,611,2024-05-28 00:00:00,search,/products,session_582,south
evt003790,699,2023-03-08 00:00:00,purchase,/checkout,session_1283,north
evt003791,385,2023-03-27 00:00:00,search,/products,session_355,south
evt003792,62,2023-07-21 00:00:00,add_to_cart,/cart,session_51,north
evt003793,700,2023-08-02 00:00:00,add_to_cart,/checkout,session_556,west
evt003794,475,2023-08-21 00:00:00,pageview,/cart,session_4245,west
evt003795,746,2024-02-12 00:00:00,login,/profile,session_1408,east
evt003796,47,2024-09-20 00:00:00,pageview,/products,session_4960,west
evt003797,694,2024-08-27 00:00:00,purchase,/home,session_2896,west
evt003798,412,2024-04-30 00:00:00,pageview,/products,session_2383,east
evt003799,32,2023-04-16 00:00:00,pageview,/checkout,session_4791,west
evt003800,634,2023-01-14 00:00:00,add_to_cart,/home,session_418,east
evt003801,599,2024-05-21 00:00:00,purchase,/products,session_4231,north
evt003802,547,2024-09-23 00:00:00,login,/home,session_4257,south
evt003803,254,2023-10-15 00:00:00,pageview,/profile,session_239,north
evt003804,494,2024-11-16 00:00:00,login,/products,session_4321,west
evt003805,39,2024-04-11 00:00:00,pageview,/checkout,session_1349,west
evt003806,963,2023-06-05 00:00:00,click,/profile,session_4089,north
evt003807,653,2023-11-21 00:00:00,login,/products,session_2632,south
evt003808,110,2024-07-27 00:00:00,add_to_cart,/checkout,session_1039,north
evt003809,568,2023-01-24 00:00:00,pageview,/profile,session_4663,south
evt003810,525,2023-12-15 00:00:00,purchase,/home,session_2171,north
evt003811,439,2024-05-18 00:00:00,click,/checkout,session_4702,north
evt003812,53,2023-08-09 00:00:00,click,/products,session_3879,east
evt003813,842,2023-03-09 00:00:00,purchase,/checkout,session_2524,east
evt003814,982,2023-03-20 00:00:00,add_to_cart,/profile,session_1691,north
evt003815,170,2024-01-20 00:00:00,add_to_cart,/home,session_1839,west
evt003816,186,2023-06-27 00:00:00,add_to_cart,/products,session_525,west
evt003817,171,2024-04-06 00:00:00,login,/products,session_3931,south
evt003818,335,2024-03-30 00:00:00,add_to_cart,/home,session_1504,south
evt003819,809,2024-05-12 00:00:00,click,/home,session_2042,west
evt003820,793,2024-08-22 00:00:00,login,/home,session_3517,north
evt003821,917,2023-05-14 00:00:00,search,/cart,session_1023,east
evt003822,504,2024-08-22 00:00:00,search,/products,session_2158,north
evt003823,343,2023-11-17 00:00:00,login,/checkout,session_382,south
evt003824,382,2024-05-11 00:00:00,add_to_cart,/profile,session_3687,south
evt003825,809,2023-11-27 00:00:00,pageview,/cart,session_3779,west
evt003826,372,2023-12-03 00:00:00,add_to_cart,/cart,session_996,south
evt003827,848,2023-08-25 00:00:00,pageview,/cart,session_3035,east
evt003828,493,2024-09-11 00:00:00,pageview,/cart,session_4997,west
evt003829,659,2023-03-02 00:00:00,add_to_cart,/home,session_1676,west
evt003830,400,2024-04-20 00:00:00,search,/cart,session_4986,north
evt003831,435,2024-06-30 00:00:00,login,/products,session_106,west
evt003832,324,2024-09-25 00:00:00,login,/profile,session_2212,south
evt003833,157,2024-06-06 00:00:00,login,/home,session_2490,south
evt003834,724,2023-11-13 00:00:00,pageview,/profile,session_3627,north
evt003835,662,2024-01-05 00:00:00,pageview,/home,session_47,north
evt003836,767,2024-03-07 00:00:00,login,/products,session_2473,east
evt003837,292,2023-08-16 00:00:00,add_to_cart,/home,session_318,south
evt003838,534,2023-04-18 00:00:00,pageview,/checkout,session_153,south
evt003839,216,2023-09-11 00:00:00,purchase,/checkout,session_1006,south
evt003840,940,2024-03-23 00:00:00,search,/products,session_3476,north
evt003841,601,2023-03-30 00:00:00,login,/checkout,session_3550,west
evt003842,533,2023-06-26 00:00:00,login,/home,session_3428,east
evt003843,452,2024-12-01 00:00:00,purchase,/products,session_1263,south
evt003844,151,2023-02-28 00:00:00,click,/profile,session_2892,north
evt003845,882,2024-05-16 00:00:00,purchase,/profile,session_1352,west
evt003846,980,2023-09-18 00:00:00,pageview,/products,session_3189,east
evt003847,327,2023-09-15 00:00:00,pageview,/cart,session_115,east
evt003848,724,2023-03-11 00:00:00,search,/checkout,session_4508,north
evt003849,60,2023-12-10 00:00:00,purchase,/checkout,session_2858,north
evt003850,353,2023-09-17 00:00:00,purchase,/cart,session_1287,east
evt003851,711,2023-03-04 00:00:00,login,/profile,session_1430,south
evt003852,693,2023-06-12 00:00:00,purchase,/checkout,session_2215,north
evt003853,291,2024-09-22 00:00:00,purchase,/products,session_2080,east
evt003854,865,2024-09-17 00:00:00,login,/home,session_608,south
evt003855,514,2024-05-25 00:00:00,click,/products,session_1740,south
evt003856,506,2023-01-18 00:00:00,pageview,/home,session_2059,north
evt003857,230,2023-01-12 00:00:00,purchase,/cart,session_3209,east
evt003858,993,2024-07-02 00:00:00,click,/products,session_4745,north
evt003859,833,2024-12-11 00:00:00,pageview,/profile,session_3075,west
evt003860,506,2023-01-28 00:00:00,add_to_cart,/profile,session_1960,north
evt003861,372,2024-07-12 00:00:00,add_to_cart,/home,session_544,south
evt003862,968,2024-06-14 00:00:00,click,/cart,session_2872,west
evt003863,716,2024-07-26 00:00:00,search,/cart,session_3350,north
evt003864,872,2023-08-30 00:00:00,click,/home,session_843,west
evt003865,265,2023-08-15 00:00:00,purchase,/checkout,session_4977,north
evt003866,888,2023-07-20 00:00:00,add_to_cart,/checkout,session_4297,north
evt003867,670,2023-06-26 00:00:00,add_to_cart,/checkout,session_3280,east
evt003868,267,2023-04-13 00:00:00,pageview,/checkout,session_2980,south
evt003869,343,2023-06-28 00:00:00,login,/profile,session_1756,south
evt003870,497,2023-12-30 00:00:00,login,/cart,session_4204,east
evt003871,349,2023-03-12 00:00:00,purchase,/checkout,session_4373,north
evt003872,255,2024-04-21 00:00:00,add_to_cart,/products,session_3405,west
evt003873,940,2024-10-04 00:00:00,click,/profile,session_3846,north
evt003874,149,2024-11-12 00:00:00,click,/profile,session_534,west
evt003875,934,2023-03-19 00:00:00,search,/profile,session_4856,north
evt003876,2,2023-10-12 00:00:00,pageview,/checkout,session_3874,south
evt003877,790,2024-04-11 00:00:00,add_to_cart,/cart,session_3181,west
evt003878,562,2023-04-17 00:00:00,add_to_cart,/profile,session_1568,east
evt003879,670,2024-11-17 00:00:00,purchase,/checkout,session_1002,east
evt003880,27,2024-11-01 00:00:00,purchase,/profile,session_3763,west
evt003881,15,2024-05-26 00:00:00,pageview,/profile,session_1438,west
evt003882,523,2024-01-22 00:00:00,purchase,/cart,session_1314,west
evt003883,642,2023-10-03 00:00:00,pageview,/products,session_1639,west
evt003884,643,2024-11-08 00:00:00,pageview,/profile,session_3062,south
evt003885,166,2023-10-14 00:00:00,pageview,/home,session_2177,east
evt003886,757,2024-08-22 00:00:00,search,/products,session_3940,east
evt003887,93,2023-11-21 00:00:00,click,/home,session_4168,east
evt003888,417,2024-10-08 00:00:00,login,/checkout,session_3588,south
evt003889,835,2023-08-09 00:00:00,login,/home,session_3984,west
evt003890,807,2023-08-08 00:00:00,purchase,/products,session_2903,west
evt003891,330,2024-09-11 00:00:00,add_to_cart,/checkout,session_2647,north
evt003892,896,2023-07-12 00:00:00,login,/profile,session_4753,south
evt003893,329,2024-12-28 00:00:00,search,/profile,session_87,west
evt003894,442,2023-08-22 00:00:00,add_to_cart,/home,session_389,west
evt003895,958,2024-05-02 00:00:00,login,/checkout,session_2530,south
evt003896,971,2023-10-06 00:00:00,pageview,/checkout,session_286,west
evt003897,425,2023-12-25 00:00:00,click,/cart,session_1482,west
evt003898,698,2024-10-17 00:00:00,login,/profile,session_3927,north
evt003899,677,2024-02-27 00:00:00,add_to_cart,/home,session_612,west
evt003900,370,2023-07-19 00:00:00,search,/cart,session_1618,east
evt003901,242,2023-09-19 00:00:00,search,/profile,session_2069,north
evt003902,610,2023-06-20 00:00:00,login,/checkout,session_2341,west
evt003903,10,2023-07-15 00:00:00,add_to_cart,/home,session_2364,west
evt003904,71,2023-04-29 00:00:00,click,/checkout,session_3048,north
evt003905,581,2023-06-23 00:00:00,add_to_cart,/home,session_681,east
evt003906,153,2024-06-23 00:00:00,add_to_cart,/checkout,session_4563,east
evt003907,752,2023-10-19 00:00:00,search,/checkout,session_4323,north
evt003908,216,2023-08-22 00:00:00,pageview,/cart,session_3210,south
evt003909,420,2023-07-04 00:00:00,click,/checkout,session_1119,west
evt003910,987,2023-12-06 00:00:00,purchase,/checkout,session_172,south
evt003911,712,2023-03-13 00:00:00,purchase,/products,session_2154,north
evt003912,234,2024-06-07 00:00:00,purchase,/profile,session_1818,south
evt003913,273,2024-05-10 00:00:00,add_to_cart,/products,session_3750,east
evt003914,566,2024-12-18 00:00:00,pageview,/products,session_1497,south
evt003915,59,2023-09-06 00:00:00,click,/cart,session_1717,east
evt003916,127,2023-12-08 00:00:00,click,/profile,session_4880,south
evt003917,707,2023-09-12 00:00:00,purchase,/checkout,session_49,south
evt003918,436,2024-12-12 00:00:00,purchase,/products,session_2094,south
evt003919,431,2023-05-13 00:00:00,pageview,/cart,session_2912,west
evt003920,65,2023-03-24 00:00:00,search,/cart,session_3287,west
evt003921,388,2024-10-08 00:00:00,click,/products,session_946,north
evt003922,47,2023-05-09 00:00:00,login,/cart,session_3268,west
evt003923,949,2024-09-23 00:00:00,purchase,/profile,session_4822,south
evt003924,102,2023-04-11 00:00:00,login,/profile,session_3846,west
evt003925,97,2024-11-19 00:00:00,pageview,/checkout,session_3726,north
evt003926,35,2024-06-02 00:00:00,search,/checkout,session_1502,south
evt003927,203,2024-02-24 00:00:00,click,/products,session_1733,north
evt003928,980,2023-06-29 00:00:00,purchase,/products,session_2357,east
evt003929,113,2024-03-19 00:00:00,search,/checkout,session_4707,north
evt003930,206,2023-08-28 00:00:00,purchase,/checkout,session_2787,west
evt003931,572,2024-08-08 00:00:00,add_to_cart,/checkout,session_30,east
evt003932,871,2023-10-25 00:00:00,pageview,/cart,session_3404,west
evt003933,728,2024-10-04 00:00:00,login,/checkout,session_3799,east
evt003934,235,2023-11-25 00:00:00,pageview,/cart,session_142,east
evt003935,73,2023-04-05 00:00:00,pageview,/checkout,session_3217,north
evt003936,199,2023-06-21 00:00:00,login,/profile,session_1238,north
evt003937,42,2023-10-30 00:00:00,pageview,/cart,session_1911,west
evt003938,572,2024-03-15 00:00:00,click,/cart,session_4761,east
evt003939,923,2023-09-15 00:00:00,pageview,/profile,session_3819,east
evt003940,514,2023-12-21 00:00:00,search,/products,session_3658,south
evt003941,15,2023-10-26 00:00:00,add_to_cart,/checkout,session_992,west
evt003942,599,2023-09-17 00:00:00,pageview,/products,session_4455,north
evt003943,462,2023-03-31 00:00:00,login,/checkout,session_1725,east
evt003944,178,2024-02-28 00:00:00,search,/products,session_4170,north
evt003945,933,2024-02-15 00:00:00,add_to_cart,/checkout,session_3212,north
evt003946,77,2024-06-21 00:00:00,login,/products,session_1499,north
evt003947,708,2023-07-28 00:00:00,add_to_cart,/profile,session_3799,east
evt003948,655,2023-08-08 00:00:00,add_to_cart,/cart,session_2370,west
evt003949,662,2024-04-12 00:00:00,add_to_cart,/products,session_1541,north
evt003950,276,2023-04-24 00:00:00,login,/cart,session_1915,south
evt003951,75,2024-11-15 00:00:00,pageview,/checkout,session_937,west
evt003952,829,2023-09-15 00:00:00,add_to_cart,/checkout,session_1466,south
evt003953,412,2024-05-23 00:00:00,click,/cart,session_1822,east
evt003954,596,2024-09-04 00:00:00,search,/profile,session_1532,east
evt003955,531,2024-08-02 00:00:00,click,/profile,session_4642,east
evt003956,428,2023-10-13 00:00:00,search,/checkout,session_2564,north
evt003957,75,2023-11-20 00:00:00,purchase,/home,session_1437,west
evt003958,286,2023-09-29 00:00:00,search,/products,session_3498,west
evt003959,34,2024-03-17 00:00:00,pageview,/home,session_2743,north
evt003960,377,2024-02-13 00:00:00,click,/profile,session_2674,east
evt003961,724,2024-12-12 00:00:00,pageview,/products,session_4136,north
evt003962,174,2024-11-19 00:00:00,search,/home,session_1562,south
evt003963,280,2023-10-04 00:00:00,add_to_cart,/home,session_4985,east
evt003964,96,2023-03-27 00:00:00,purchase,/checkout,session_1817,east
evt003965,655,2024-05-16 00:00:00,pageview,/profile,session_2729,west
evt003966,146,2024-06-30 00:00:00,purchase,/products,session_645,west
evt003967,213,2023-06-22 00:00:00,pageview,/home,session_2437,north
evt003968,952,2023-06-29 00:00:00,search,/profile,session_2503,south
evt003969,653,2024-09-06 00:00:00,pageview,/cart,session_4259,south
evt003970,276,2024-02-18 00:00:00,purchase,/cart,session_4296,south
evt003971,416,2024-10-03 00:00:00,pageview,/profile,session_4951,east
evt003972,37,2023-02-20 00:00:00,search,/home,session_2061,south
evt003973,190,2024-12-10 00:00:00,login,/checkout,session_4107,east
evt003974,671,2023-06-23 00:00:00,purchase,/profile,session_2358,south
evt003975,384,2023-08-29 00:00:00,pageview,/profile,session_3536,east
evt003976,744,2024-04-23 00:00:00,purchase,/home,session_2020,south
evt003977,130,2023-06-29 00:00:00,search,/profile,session_1979,west
evt003978,123,2023-10-21 00:00:00,add_to_cart,/profile,session_1631,north
evt003979,629,2024-08-10 00:00:00,pageview,/checkout,session_599,west
evt003980,113,2023-10-10 00:00:00,search,/profile,session_2055,north
evt003981,288,2024-11-04 00:00:00,search,/cart,session_1609,north
evt003982,362,2024-02-10 00:00:00,add_to_cart,/checkout,session_939,west
evt003983,451,2024-06-12 00:00:00,add_to_cart,/home,session_3002,west
evt003984,984,2024-05-11 00:00:00,login,/profile,session_4702,south
evt003985,672,2023-04-28 00:00:00,search,/checkout,session_4788,south
evt003986,88,2024-02-02 00:00:00,login,/cart,session_1258,south
evt003987,751,2023-11-12 00:00:00,add_to_cart,/profile,session_2887,west
evt003988,875,2023-07-26 00:00:00,click,/home,session_2006,north
evt003989,587,2023-03-31 00:00:00,add_to_cart,/products,session_3353,east
evt003990,243,2023-02-12 00:00:00,click,/products,session_312,south
evt003991,298,2024-05-13 00:00:00,add_to_cart,/cart,session_2830,west
evt003992,375,2023-03-12 00:00:00,pageview,/products,session_3227,north
evt003993,628,2024-12-02 00:00:00,pageview,/cart,session_1516,north
evt003994,508,2024-10-09 00:00:00,purchase,/products,session_3522,east
evt003995,891,2023-08-26 00:00:00,pageview,/home,session_1318,north
evt003996,658,2023-03-18 00:00:00,login,/cart,session_3677,south
evt003997,906,2023-05-21 00:00:00,pageview,/cart,session_2849,north
evt003998,761,2024-06-28 00:00:00,add_to_cart,/cart,session_2430,east
evt003999,742,2024-07-11 00:00:00,purchase,/profile,session_3689,south
evt004000,27,2023-02-06 00:00:00,purchase,/products,session_2703,west
evt004001,826,2023-04-11 00:00:00,add_to_cart,/products,session_4478,south
evt004002,46,2024-05-15 00:00:00,search,/home,session_2793,west
evt004003,900,2024-07-26 00:00:00,add_to_cart,/checkout,session_3156,north
evt004004,595,2023-08-22 00:00:00,click,/profile,session_1445,east
evt004005,745,2023-05-21 00:00:00,pageview,/checkout,session_2931,south
evt004006,666,2024-08-05 00:00:00,search,/checkout,session_4495,east
evt004007,590,2024-12-29 00:00:00,login,/home,session_2745,west
evt004008,957,2024-01-16 00:00:00,add_to_cart,/cart,session_4661,east
evt004009,953,2023-10-07 00:00:00,click,/profile,session_1734,west
evt004010,764,2023-11-14 00:00:00,add_to_cart,/home,session_1070,west
evt004011,992,2023-09-25 00:00:00,add_to_cart,/home,session_731,north
evt004012,422,2023-02-09 00:00:00,search,/checkout,session_297,east
evt004013,207,2023-02-25 00:00:00,pageview,/profile,session_3340,north
evt004014,547,2023-09-23 00:00:00,add_to_cart,/checkout,session_1147,south
evt004015,917,2024-07-07 00:00:00,search,/products,session_2078,east
evt004016,347,2023-10-15 00:00:00,search,/home,session_1922,east
evt004017,566,2024-09-06 00:00:00,login,/products,session_945,south
evt004018,738,2023-02-07 00:00:00,pageview,/cart,session_1527,west
evt004019,482,2024-11-20 00:00:00,purchase,/products,session_4748,south
evt004020,538,2023-10-06 00:00:00,search,/checkout,session_4615,west
evt004021,431,2023-12-25 00:00:00,pageview,/products,session_3237,west
evt004022,823,2024-05-21 00:00:00,pageview,/home,session_1250,north
evt004023,220,2024-09-12 00:00:00,purchase,/profile,session_4833,south
evt004024,582,2024-04-21 00:00:00,click,/home,session_795,north
evt004025,639,2023-01-24 00:00:00,purchase,/checkout,session_397,east
evt004026,817,2024-05-03 00:00:00,add_to_cart,/home,session_4069,south
evt004027,610,2024-06-13 00:00:00,purchase,/home,session_2482,west
evt004028,188,2023-05-30 00:00:00,purchase,/home,session_802,west
evt004029,118,2023-07-30 00:00:00,purchase,/home,session_4277,west
evt004030,434,2023-07-05 00:00:00,add_to_cart,/profile,session_3546,west
evt004031,993,2023-02-07 00:00:00,search,/checkout,session_2002,north
evt004032,216,2023-12-26 00:00:00,click,/products,session_559,south
evt004033,309,2024-10-24 00:00:00,purchase,/products,session_1228,west
evt004034,188,2023-09-18 00:00:00,add_to_cart,/checkout,session_2052,west
evt004035,851,2024-05-11 00:00:00,search,/products,session_836,north
evt004036,581,2024-09-29 00:00:00,login,/cart,session_3131,east
evt004037,913,2023-02-18 00:00:00,add_to_cart,/checkout,session_4328,east
evt004038,228,2023-08-02 00:00:00,add_to_cart,/cart,session_1337,south
evt004039,879,2024-04-02 00:00:00,purchase,/home,session_4313,east
evt004040,95,2024-06-11 00:00:00,login,/checkout,session_4276,north
evt004041,201,2024-08-22 00:00:00,search,/cart,session_894,south
evt004042,390,2024-02-15 00:00:00,click,/cart,session_1995,west
evt004043,145,2024-04-13 00:00:00,add_to_cart,/cart,session_4485,north
evt004044,555,2023-01-03 00:00:00,click,/checkout,session_4503,south
evt004045,136,2024-06-16 00:00:00,search,/home,session_1354,east
evt004046,227,2024-09-07 00:00:00,add_to_cart,/home,session_641,west
evt004047,573,2023-01-07 00:00:00,click,/cart,session_514,west
evt004048,558,2024-12-21 00:00:00,click,/profile,session_188,south
evt004049,180,2024-11-10 00:00:00,pageview,/home,session_909,north
evt004050,484,2023-11-30 00:00:00,add_to_cart,/products,session_1886,south
evt004051,62,2023-07-09 00:00:00,login,/profile,session_2236,north
evt004052,3,2024-05-17 00:00:00,search,/checkout,session_4777,west
evt004053,887,2024-11-18 00:00:00,search,/profile,session_1059,west
evt004054,77,2024-01-19 00:00:00,search,/profile,session_2959,north
evt004055,210,2024-10-16 00:00:00,login,/profile,session_3588,west
evt004056,151,2024-09-07 00:00:00,pageview,/home,session_4832,north
evt004057,648,2023-02-13 00:00:00,pageview,/checkout,session_1159,west
evt004058,773,2024-04-22 00:00:00,click,/products,session_775,south
evt004059,219,2023-01-30 00:00:00,click,/home,session_1769,south
evt004060,755,2024-11-19 00:00:00,purchase,/products,session_785,west
