order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,region,salesperson_id
1287,523,145,2024-08-11,9,410.78,3697.02,shipped,west,1
1288,811,103,2024-05-09,6,374.85,2249.1,delivered,east,15
1289,85,99,2023-08-12,6,144.66,867.96,delivered,south,20
1290,449,198,2024-12-21,10,368.18,3681.8,pending,south,3
1291,157,116,2023-11-26,7,120.55,843.85,shipped,south,10
1292,383,127,2024-11-23,8,456.66,3653.28,delivered,east,18
1293,244,72,2024-11-16,5,26.18,130.9,delivered,west,9
1294,815,162,2024-03-01,8,408.14,3265.12,shipped,north,16
1295,307,184,2024-07-22,3,23.62,70.86,returned,south,2
1296,561,90,2023-07-11,8,284.91,2279.28,shipped,south,12
1297,436,50,2024-08-13,3,258.01,774.03,cancelled,south,12
1298,88,191,2023-05-10,9,41.77,375.93,cancelled,south,6
1299,633,51,2023-04-09,7,289.94,2029.58,cancelled,east,7
1300,729,54,2024-04-15,5,281.09,1405.45,shipped,west,10
1301,233,53,2023-09-17,10,382.8,3828.0,delivered,east,17
1302,743,126,2023-03-24,6,365.57,2193.42,shipped,east,9
1303,670,157,2023-01-20,10,347.02,3470.2,delivered,east,18
1304,203,152,2024-06-03,3,27.78,83.34,pending,north,10
1305,370,127,2024-03-01,10,456.66,4566.6,returned,east,5
1306,79,117,2024-11-24,2,369.35,738.7,shipped,north,17
1307,201,169,2023-09-12,9,154.45,1390.05,shipped,south,14
1308,455,143,2023-03-21,6,448.36,2690.16,cancelled,north,11
1309,13,16,2024-04-11,5,469.4,2347.0,shipped,east,9
1310,778,42,2023-09-23,8,342.82,2742.56,delivered,south,15
1311,225,9,2023-08-28,5,246.83,1234.15,pending,south,10
1312,654,7,2023-04-07,2,419.41,838.82,returned,west,4
1313,940,200,2023-05-18,3,495.57,1486.71,returned,north,4
1314,970,121,2023-06-08,10,323.23,3232.3,cancelled,south,15
1315,308,194,2023-08-17,5,162.38,811.9,cancelled,west,5
1316,362,108,2024-12-12,10,95.49,954.9,cancelled,west,8
1317,455,19,2023-01-13,7,106.14,742.98,delivered,north,3
1318,651,42,2024-03-13,6,342.82,2056.92,pending,west,20
1319,186,182,2023-12-22,2,37.55,75.1,pending,west,5
1320,312,163,2023-07-24,6,224.78,1348.68,returned,south,16
1321,761,68,2023-12-02,1,441.65,441.65,pending,east,11
1322,248,59,2024-07-31,9,291.66,2624.94,shipped,west,1
1323,340,93,2023-05-31,10,491.78,4917.8,returned,east,1
1324,842,77,2024-12-19,9,291.57,2624.13,delivered,east,12
1325,469,59,2024-03-21,10,291.66,2916.6,pending,north,6
1326,954,5,2024-12-23,7,173.19,1212.33,cancelled,west,14
1327,429,140,2023-01-23,9,160.52,1444.68,delivered,west,10
1328,645,126,2023-12-19,10,365.57,3655.7,pending,south,20
1329,957,33,2023-08-08,5,242.71,1213.55,pending,east,10
1330,60,189,2024-05-28,9,290.46,2614.14,returned,north,19
1331,930,175,2023-12-15,7,92.54,647.78,delivered,east,4
1332,338,20,2024-07-08,9,296.07,2664.63,delivered,east,19
1333,326,47,2023-11-24,2,281.09,562.18,shipped,west,13
1334,31,183,2023-03-25,4,484.33,1937.32,cancelled,east,5
1335,740,121,2023-01-01,9,323.23,2909.07,returned,north,7
1336,102,53,2024-11-28,9,382.8,3445.2,returned,west,4
1337,420,195,2024-12-15,8,266.88,2135.04,returned,west,5
1338,981,172,2023-02-17,4,416.54,1666.16,pending,north,17
1339,83,136,2024-02-11,10,302.09,3020.9,returned,west,10
1340,906,163,2023-12-05,7,224.78,1573.46,cancelled,north,13
1341,13,143,2024-05-16,1,448.36,448.36,returned,east,16
1342,749,125,2023-10-02,8,347.46,2779.68,pending,north,15
1343,694,69,2024-07-16,8,24.27,194.16,pending,west,19
1344,1,32,2023-06-27,4,442.45,1769.8,delivered,south,7
1345,386,17,2024-04-10,10,384.38,3843.8,pending,north,14
1346,815,125,2023-03-25,8,347.46,2779.68,pending,north,20
1347,312,163,2023-01-09,7,224.78,1573.46,returned,south,10
1348,844,130,2023-12-25,1,36.43,36.43,pending,west,17
1349,665,182,2024-12-10,9,37.55,337.95,pending,north,2
1350,208,73,2023-04-03,9,185.56,1670.04,returned,north,9
1351,278,98,2024-12-17,4,136.37,545.48,cancelled,south,20
1352,273,48,2024-10-02,1,20.02,20.02,cancelled,east,13
1353,187,153,2023-03-02,6,420.11,2520.66,shipped,south,1
1354,264,183,2023-04-04,6,484.33,2905.98,cancelled,south,15
1355,147,34,2024-09-01,1,159.27,159.27,returned,north,15
1356,245,81,2024-08-13,8,247.29,1978.32,cancelled,east,4
1357,748,87,2023-01-09,4,170.42,681.68,pending,east,7
1358,218,55,2023-04-13,8,481.58,3852.64,cancelled,east,14
1359,737,98,2024-11-25,2,136.37,272.74,delivered,east,14
1360,15,188,2024-03-27,9,413.09,3717.81,cancelled,west,13
1361,933,55,2024-08-13,5,481.58,2407.9,pending,north,12
1362,583,189,2024-09-14,2,290.46,580.92,returned,south,2
1363,610,119,2024-12-29,9,192.27,1730.43,pending,west,8
1364,448,50,2024-12-03,5,258.01,1290.05,delivered,south,4
1365,635,176,2024-11-18,1,212.16,212.16,returned,south,3
1366,404,111,2024-03-05,8,149.1,1192.8,pending,north,18
1367,548,183,2023-08-06,10,484.33,4843.3,returned,east,15
1368,949,134,2024-07-25,9,134.24,1208.16,delivered,south,5
1369,954,147,2024-01-23,10,247.96,2479.6,cancelled,west,5
1370,648,182,2024-12-24,4,37.55,150.2,cancelled,west,8
1371,499,153,2024-05-25,2,420.11,840.22,returned,east,7
1372,460,103,2023-09-19,8,374.85,2998.8,shipped,east,18
1373,508,54,2023-03-07,4,281.09,1124.36,pending,east,20
1374,482,145,2023-01-29,9,410.78,3697.02,returned,south,5
1375,673,181,2024-12-25,2,410.47,820.94,shipped,south,10
1376,947,97,2024-01-04,4,43.86,175.44,returned,south,5
1377,992,115,2024-06-18,1,150.91,150.91,delivered,north,11
1378,570,72,2023-05-06,1,26.18,26.18,cancelled,north,13
1379,390,64,2024-03-18,2,308.24,616.48,pending,west,17
1380,491,148,2024-12-25,3,36.69,110.07,shipped,west,14
1381,741,128,2024-01-14,3,275.58,826.74,cancelled,west,7
1382,652,59,2023-10-18,8,291.66,2333.28,shipped,north,13
1383,774,60,2024-07-24,7,353.26,2472.82,pending,east,17
1384,848,141,2023-11-29,2,190.85,381.7,cancelled,east,8
1385,786,166,2023-05-31,1,386.52,386.52,returned,south,16
1386,326,188,2023-05-15,9,413.09,3717.81,cancelled,west,3
1387,926,17,2023-12-06,5,384.38,1921.9,pending,south,10
1388,72,188,2024-01-01,10,413.09,4130.9,returned,south,11
1389,191,151,2024-08-30,10,73.07,730.7,pending,south,6
1390,422,158,2023-12-15,8,212.54,1700.32,pending,east,6
1391,53,142,2024-07-02,3,433.95,1301.85,delivered,east,18
1392,302,56,2024-04-10,2,354.56,709.12,pending,west,7
1393,52,98,2023-10-16,8,136.37,1090.96,shipped,south,4
1394,313,187,2024-08-20,6,33.0,198.0,shipped,west,14
1395,328,151,2024-11-18,2,73.07,146.14,pending,south,12
1396,725,157,2024-08-15,4,347.02,1388.08,cancelled,east,17
1397,709,31,2024-05-30,8,383.78,3070.24,pending,north,11
1398,65,80,2023-04-30,5,399.23,1996.15,returned,west,13
1399,449,33,2023-12-19,5,242.71,1213.55,cancelled,south,13
1400,716,91,2023-06-15,3,464.08,1392.24,cancelled,north,12
1401,178,30,2023-06-11,7,49.87,349.09,pending,north,9
1402,833,193,2024-02-16,10,426.44,4264.4,pending,west,17
1403,290,118,2023-09-16,2,295.64,591.28,shipped,south,7
1404,837,137,2023-09-09,2,372.41,744.82,delivered,east,7
1405,444,158,2024-09-21,7,212.54,1487.78,delivered,south,15
1406,944,102,2024-05-23,9,79.65,716.85,returned,west,16
1407,866,167,2023-02-28,3,196.64,589.92,pending,south,16
1408,164,55,2024-01-09,6,481.58,2889.48,cancelled,east,14
1409,742,167,2023-03-23,2,196.64,393.28,pending,south,4
1410,195,5,2023-01-28,6,173.19,1039.14,delivered,east,17
1411,532,6,2024-12-09,1,201.19,201.19,pending,west,3
1412,90,199,2024-05-29,1,456.57,456.57,delivered,south,3
1413,397,145,2024-09-29,4,410.78,1643.12,returned,west,8
1414,469,39,2024-08-30,8,287.11,2296.88,cancelled,north,3
1415,549,93,2023-09-26,6,491.78,2950.68,returned,east,10
1416,28,73,2024-02-13,9,185.56,1670.04,delivered,west,20
1417,430,35,2023-12-27,8,192.95,1543.6,returned,north,5
1418,417,98,2023-04-03,7,136.37,954.59,delivered,south,12
1419,353,169,2023-09-20,1,154.45,154.45,cancelled,east,17
1420,192,116,2024-11-14,4,120.55,482.2,pending,south,14
1421,10,96,2024-01-08,5,308.02,1540.1,cancelled,west,4
1422,972,80,2023-12-05,5,399.23,1996.15,returned,south,5
1423,888,177,2024-09-20,5,397.49,1987.45,delivered,north,13
1424,769,171,2024-12-26,7,234.16,1639.12,delivered,north,2
1425,965,114,2024-01-07,8,258.42,2067.36,shipped,north,20
1426,895,44,2023-01-17,4,188.04,752.16,pending,east,19
1427,352,197,2023-12-13,7,467.3,3271.1,returned,west,5
1428,234,45,2023-01-16,10,361.8,3618.0,returned,south,15
1429,650,182,2023-07-13,8,37.55,300.4,shipped,west,17
1430,587,51,2023-04-19,3,289.94,869.82,returned,east,11
1431,104,178,2024-03-22,5,311.19,1555.95,shipped,east,15
1432,493,177,2024-12-21,8,397.49,3179.92,cancelled,west,9
1433,828,48,2023-03-31,6,20.02,120.12,shipped,east,14
1434,428,47,2024-03-18,4,281.09,1124.36,pending,north,14
1435,170,15,2023-06-02,7,85.78,600.46,returned,west,3
1436,465,59,2024-07-02,6,291.66,1749.96,delivered,south,12
1437,605,180,2023-04-10,4,332.71,1330.84,cancelled,west,16
1438,66,126,2023-12-17,4,365.57,1462.28,shipped,east,10
1439,244,133,2024-10-25,9,384.0,3456.0,returned,west,3
1440,775,41,2024-05-23,7,63.85,446.95,delivered,north,5
1441,707,132,2024-07-14,2,117.24,234.48,delivered,south,9
1442,674,84,2023-12-13,5,135.58,677.9,shipped,east,3
1443,703,123,2024-11-20,8,70.25,562.0,pending,north,10
1444,330,39,2023-03-13,4,287.11,1148.44,delivered,north,14
1445,196,9,2023-09-05,7,246.83,1727.81,pending,south,1
1446,718,162,2023-06-05,9,408.14,3673.26,cancelled,east,20
1447,705,36,2023-09-19,6,294.77,1768.62,shipped,east,16
1448,288,37,2023-11-16,9,25.73,231.57,delivered,north,3
1449,560,125,2024-02-18,2,347.46,694.92,pending,north,5
1450,342,60,2023-06-02,2,353.26,706.52,pending,east,20
1451,604,119,2024-12-23,8,192.27,1538.16,cancelled,east,13
1452,533,116,2024-01-17,5,120.55,602.75,cancelled,east,18
1453,949,49,2023-06-28,3,425.96,1277.88,delivered,south,18
1454,603,84,2023-01-23,8,135.58,1084.64,delivered,east,3
1455,19,10,2023-07-09,7,148.99,1042.93,shipped,south,2
1456,958,7,2024-09-12,4,419.41,1677.64,pending,south,9
1457,420,171,2024-03-27,9,234.16,2107.44,delivered,west,10
1458,68,30,2024-12-14,9,49.87,448.83,shipped,west,2
1459,565,185,2024-01-09,2,391.66,783.32,returned,east,14
1460,285,172,2023-03-15,6,416.54,2499.24,shipped,north,15
1461,647,163,2024-07-09,8,224.78,1798.24,shipped,west,15
1462,268,119,2023-05-18,6,192.27,1153.62,delivered,south,15
1463,188,194,2023-08-15,10,162.38,1623.8,pending,west,15
1464,705,7,2023-07-18,1,419.41,419.41,shipped,east,4
1465,265,137,2024-05-09,1,372.41,372.41,pending,north,10
1466,772,88,2024-01-01,10,369.66,3696.6,delivered,east,17
1467,667,48,2023-01-09,7,20.02,140.14,pending,east,5
1468,293,10,2023-10-12,6,148.99,893.94,shipped,west,5
1469,387,103,2023-07-19,6,374.85,2249.1,shipped,south,13
1470,497,46,2023-10-11,10,92.02,920.2,cancelled,east,13
1471,461,197,2023-02-16,5,467.3,2336.5,cancelled,south,6
1472,701,147,2024-09-17,3,247.96,743.88,returned,south,6
1473,216,38,2023-12-13,7,372.44,2607.08,returned,south,9
1474,581,10,2023-12-09,8,148.99,1191.92,cancelled,east,14
1475,545,137,2024-05-16,3,372.41,1117.23,returned,west,5
1476,920,174,2023-02-16,5,260.21,1301.05,returned,east,12
1477,405,42,2023-01-30,3,342.82,1028.46,returned,north,15
1478,550,196,2023-12-13,9,83.51,751.59,shipped,north,8
1479,421,168,2023-09-18,9,483.63,4352.67,returned,east,11
1480,67,115,2023-04-08,2,150.91,301.82,cancelled,south,4
1481,886,79,2023-02-21,7,219.9,1539.3,shipped,east,10
1482,557,69,2023-09-30,1,24.27,24.27,delivered,east,17
1483,521,55,2023-12-11,9,481.58,4334.22,returned,east,15
1484,459,174,2023-10-08,3,260.21,780.63,shipped,west,1
1485,907,180,2023-10-20,5,332.71,1663.55,returned,west,1
1486,543,196,2023-09-08,7,83.51,584.57,delivered,north,12
1487,147,62,2024-09-10,9,60.04,540.36,returned,north,1
1488,903,33,2023-12-09,6,242.71,1456.26,delivered,east,19
1489,74,191,2023-12-07,2,41.77,83.54,returned,west,20
1490,994,140,2023-10-08,4,160.52,642.08,pending,north,5
1491,547,5,2023-02-20,1,173.19,173.19,shipped,south,7
1492,850,76,2023-10-23,6,73.83,442.98,returned,north,6
1493,534,172,2023-07-17,5,416.54,2082.7,returned,south,16
1494,162,92,2023-12-26,1,179.42,179.42,shipped,east,1
1495,893,96,2024-08-20,7,308.02,2156.14,delivered,north,2
1496,574,29,2023-07-08,2,108.79,217.58,cancelled,east,4
1497,609,73,2023-02-26,9,185.56,1670.04,delivered,north,16
1498,47,51,2023-07-27,10,289.94,2899.4,shipped,west,10
1499,458,41,2023-04-07,4,63.85,255.4,cancelled,north,2
1500,385,143,2023-05-22,4,448.36,1793.44,delivered,south,14
1501,547,151,2023-01-08,5,73.07,365.35,returned,south,19
1502,334,190,2024-09-16,9,30.35,273.15,shipped,north,9
1503,956,138,2024-02-02,7,311.0,2177.0,returned,east,9
1504,377,35,2023-08-14,8,192.95,1543.6,returned,east,17
1505,665,61,2023-01-06,10,356.73,3567.3,cancelled,north,19
1506,366,25,2024-05-21,3,399.68,1199.04,returned,west,18
1507,249,182,2023-07-13,6,37.55,225.3,pending,south,10
1508,431,26,2023-01-11,3,418.35,1255.05,shipped,west,15
1509,399,62,2024-11-21,3,60.04,180.12,returned,south,1
1510,246,2,2023-02-10,9,459.72,4137.48,returned,east,10
1511,126,39,2023-03-11,1,287.11,287.11,shipped,north,7
1512,839,154,2023-09-08,5,370.83,1854.15,pending,west,10
1513,148,61,2023-10-10,6,356.73,2140.38,returned,west,8
1514,979,182,2024-09-26,9,37.55,337.95,shipped,north,4
1515,897,19,2024-12-24,5,106.14,530.7,pending,east,11
1516,736,153,2023-06-19,5,420.11,2100.55,returned,north,8
1517,518,4,2023-11-09,10,22.21,222.1,returned,south,5
1518,175,168,2024-09-19,8,483.63,3869.04,shipped,south,6
1519,819,193,2023-02-22,3,426.44,1279.32,pending,south,19
1520,353,112,2023-11-26,9,13.77,123.93,delivered,east,16
1521,436,183,2023-04-04,5,484.33,2421.65,pending,south,13
1522,940,151,2024-03-24,1,73.07,73.07,shipped,north,14
1523,449,125,2024-06-26,10,347.46,3474.6,delivered,south,7
1524,594,144,2024-06-23,3,465.21,1395.63,shipped,north,5
1525,961,200,2024-12-17,9,495.57,4460.13,shipped,north,5
1526,866,144,2024-10-20,8,465.21,3721.68,delivered,south,14
1527,807,91,2024-04-19,8,464.08,3712.64,cancelled,west,10
1528,213,179,2023-12-01,5,302.23,1511.15,delivered,north,8
1529,580,127,2024-06-24,4,456.66,1826.64,delivered,north,3
1530,953,144,2023-10-27,4,465.21,1860.84,pending,west,1
1531,754,35,2023-08-19,7,192.95,1350.65,shipped,east,4
1532,274,33,2024-07-16,8,242.71,1941.68,delivered,north,12
1533,640,192,2023-01-26,6,356.5,2139.0,shipped,east,4
1534,405,151,2023-02-15,6,73.07,438.42,returned,north,9
1535,197,173,2024-01-01,8,298.35,2386.8,cancelled,north,17
1536,349,156,2023-10-03,8,289.56,2316.48,pending,north,13
1537,670,61,2023-12-18,4,356.73,1426.92,delivered,east,5
1538,94,181,2024-06-03,4,410.47,1641.88,returned,west,13
1539,643,39,2024-04-21,7,287.11,2009.77,cancelled,south,17
1540,894,38,2024-12-31,2,372.44,744.88,delivered,east,17
1541,305,170,2024-06-30,8,395.06,3160.48,shipped,west,13
1542,404,93,2023-05-26,4,491.78,1967.12,delivered,north,2
1543,709,123,2023-06-14,1,70.25,70.25,shipped,north,4
1544,97,56,2024-02-19,3,354.56,1063.68,delivered,north,20
1545,9,63,2024-12-10,8,262.26,2098.08,cancelled,south,6
1546,444,177,2024-11-26,1,397.49,397.49,returned,south,18
1547,631,166,2023-02-14,6,386.52,2319.12,returned,east,17
1548,957,146,2024-08-27,6,125.41,752.46,pending,east,10
1549,803,66,2024-01-17,4,156.61,626.44,delivered,west,2
1550,990,135,2024-12-14,5,23.85,119.25,returned,west,6
1551,722,163,2023-07-23,3,224.78,674.34,returned,south,16
1552,286,39,2024-04-19,7,287.11,2009.77,cancelled,west,2
1553,789,108,2023-03-23,4,95.49,381.96,shipped,north,4
1554,688,41,2023-12-31,8,63.85,510.8,cancelled,south,6
1555,956,184,2024-07-12,4,23.62,94.48,delivered,east,17
1556,713,148,2024-11-11,7,36.69,256.83,pending,west,19
1557,556,146,2023-09-12,9,125.41,1128.69,returned,south,16
1558,208,143,2024-07-17,2,448.36,896.72,delivered,north,20
1559,449,150,2023-06-07,9,172.99,1556.91,delivered,south,12
1560,309,93,2024-11-29,7,491.78,3442.46,delivered,west,17
1561,388,101,2024-07-23,4,194.06,776.24,cancelled,north,19
1562,176,162,2023-01-17,2,408.14,816.28,pending,east,2
1563,495,165,2023-02-24,6,454.33,2725.98,pending,west,15
1564,410,113,2023-10-25,2,353.93,707.86,cancelled,south,17
1565,259,165,2024-04-29,9,454.33,4088.97,returned,north,14
1566,606,73,2023-05-29,2,185.56,371.12,shipped,west,6
1567,530,86,2023-10-18,9,488.89,4400.01,delivered,west,3
1568,724,142,2023-05-17,3,433.95,1301.85,shipped,north,19
1569,186,159,2023-12-13,1,315.25,315.25,returned,west,7
1570,136,150,2024-06-05,5,172.99,864.95,cancelled,east,17
1571,285,4,2023-04-07,9,22.21,199.89,pending,north,19
1572,155,188,2024-02-18,10,413.09,4130.9,cancelled,east,2
1573,71,127,2024-06-10,8,456.66,3653.28,returned,north,13
1574,411,192,2023-02-01,8,356.5,2852.0,returned,north,14
1575,277,116,2024-06-09,5,120.55,602.75,delivered,west,12
1576,717,35,2024-09-04,1,192.95,192.95,shipped,south,8
1577,639,143,2023-05-22,6,448.36,2690.16,cancelled,east,18
1578,25,76,2024-06-14,4,73.83,295.32,shipped,south,10
1579,912,44,2024-04-21,7,188.04,1316.28,cancelled,west,10
1580,881,162,2024-10-10,4,408.14,1632.56,cancelled,west,14
1581,43,86,2024-02-12,2,488.89,977.78,returned,north,2
1582,953,29,2023-03-30,3,108.79,326.37,cancelled,west,18
1583,434,64,2024-09-18,6,308.24,1849.44,shipped,west,17
1584,38,141,2024-11-12,6,190.85,1145.1,pending,east,15
1585,308,193,2023-01-07,8,426.44,3411.52,delivered,west,5
1586,118,85,2023-11-10,10,347.05,3470.5,delivered,west,6
1587,352,84,2023-08-16,9,135.58,1220.22,delivered,west,7
1588,737,185,2023-05-14,8,391.66,3133.28,cancelled,east,16
1589,559,165,2023-05-20,5,454.33,2271.65,cancelled,north,10
1590,585,181,2024-01-07,9,410.47,3694.23,shipped,south,14
1591,886,178,2024-03-14,4,311.19,1244.76,returned,east,2
1592,223,128,2024-03-06,3,275.58,826.74,returned,east,17
1593,43,42,2023-01-31,1,342.82,342.82,delivered,north,10
1594,97,194,2023-01-01,10,162.38,1623.8,pending,north,2
1595,180,168,2024-11-21,6,483.63,2901.78,delivered,north,1
1596,261,35,2024-09-17,4,192.95,771.8,cancelled,west,8
1597,408,123,2023-09-30,3,70.25,210.75,pending,east,2
1598,568,9,2023-11-11,9,246.83,2221.47,shipped,south,16
1599,334,78,2024-03-23,9,144.29,1298.61,shipped,north,17
1600,464,114,2023-09-29,3,258.42,775.26,delivered,north,13
1601,652,183,2024-10-31,10,484.33,4843.3,pending,north,16
1602,692,98,2024-08-19,9,136.37,1227.33,shipped,east,15
1603,891,171,2024-05-04,8,234.16,1873.28,shipped,north,8
1604,809,152,2023-07-19,1,27.78,27.78,cancelled,west,8
1605,330,78,2023-01-19,2,144.29,288.58,shipped,north,3
1606,458,149,2023-08-20,5,435.5,2177.5,pending,north,13
1607,549,178,2023-04-03,7,311.19,2178.33,delivered,east,16
1608,638,21,2024-12-08,2,58.4,116.8,shipped,west,14
1609,288,156,2024-09-01,10,289.56,2895.6,returned,north,19
1610,918,59,2023-07-07,2,291.66,583.32,pending,south,11
1611,95,121,2024-04-30,8,323.23,2585.84,pending,north,13
1612,580,130,2024-08-27,2,36.43,72.86,cancelled,north,15
1613,505,33,2023-06-06,1,242.71,242.71,cancelled,south,14
1614,370,148,2024-01-03,4,36.69,146.76,pending,east,12
1615,529,143,2023-03-28,7,448.36,3138.52,cancelled,south,20
1616,470,158,2023-02-13,7,212.54,1487.78,cancelled,east,7
1617,917,38,2024-12-09,8,372.44,2979.52,cancelled,east,12
1618,474,142,2024-11-30,2,433.95,867.9,cancelled,south,17
1619,449,37,2024-04-04,7,25.73,180.11,cancelled,south,10
1620,977,184,2023-09-24,9,23.62,212.58,pending,west,16
1621,425,110,2024-10-11,4,359.3,1437.2,pending,west,16
1622,996,5,2024-11-11,8,173.19,1385.52,pending,west,5
1623,405,90,2024-07-13,4,284.91,1139.64,returned,north,6
1624,244,186,2023-07-28,5,438.54,2192.7,cancelled,west,5
1625,379,160,2024-01-24,3,298.87,896.61,shipped,west,17
1626,484,4,2024-04-01,5,22.21,111.05,returned,south,18
1627,426,155,2023-11-27,6,485.74,2914.44,pending,east,6
1628,110,146,2024-11-24,1,125.41,125.41,shipped,north,8
1629,196,88,2023-03-08,5,369.66,1848.3,returned,south,13
1630,161,9,2024-04-21,10,246.83,2468.3,shipped,south,14
1631,743,175,2024-06-12,5,92.54,462.7,cancelled,east,6
1632,922,62,2023-12-14,7,60.04,420.28,shipped,west,8
1633,808,162,2024-01-13,4,408.14,1632.56,shipped,north,1
1634,911,55,2023-01-11,1,481.58,481.58,delivered,west,3
1635,979,22,2024-10-17,4,119.33,477.32,pending,north,12
1636,394,161,2023-09-14,1,143.37,143.37,returned,west,15
1637,733,63,2023-01-29,5,262.26,1311.3,shipped,south,1
1638,582,57,2024-01-30,2,484.98,969.96,cancelled,north,3
1639,448,148,2024-07-27,7,36.69,256.83,delivered,south,7
1640,63,128,2023-04-23,5,275.58,1377.9,shipped,north,5
1641,819,121,2023-01-21,2,323.23,646.46,cancelled,south,4
1642,376,67,2024-07-13,4,388.51,1554.04,delivered,west,17
1643,335,186,2024-04-14,10,438.54,4385.4,delivered,south,1
1644,386,172,2023-09-19,5,416.54,2082.7,shipped,north,5
1645,103,122,2023-09-27,9,125.78,1132.02,pending,east,10
1646,627,164,2023-08-30,6,187.69,1126.14,cancelled,south,2
1647,85,178,2023-04-01,7,311.19,2178.33,returned,south,13
1648,256,77,2023-06-02,8,291.57,2332.56,delivered,east,8
1649,931,67,2023-05-10,3,388.51,1165.53,shipped,west,6
1650,226,122,2024-01-29,2,125.78,251.56,delivered,east,8
1651,867,104,2023-05-17,6,339.7,2038.2,pending,west,13
1652,78,198,2023-08-23,5,368.18,1840.9,shipped,south,12
1653,774,8,2024-08-12,9,51.7,465.3,shipped,east,8
1654,205,6,2024-08-08,5,201.19,1005.95,shipped,west,1
1655,944,64,2023-08-08,5,308.24,1541.2,delivered,west,14
1656,766,90,2024-12-18,2,284.91,569.82,returned,east,17
1657,270,29,2024-03-20,5,108.79,543.95,delivered,north,12
1658,97,6,2024-01-26,3,201.19,603.57,shipped,north,13
1659,525,130,2024-01-26,4,36.43,145.72,cancelled,north,2
1660,254,91,2023-10-21,5,464.08,2320.4,pending,north,18
1661,567,149,2024-12-29,8,435.5,3484.0,pending,north,18
1662,40,111,2023-05-03,9,149.1,1341.9,returned,east,2
1663,156,107,2023-12-05,2,347.42,694.84,returned,south,8
1664,730,84,2024-10-16,5,135.58,677.9,shipped,south,18
1665,544,34,2023-01-29,2,159.27,318.54,pending,east,13
1666,686,16,2023-12-29,9,469.4,4224.6,shipped,south,16
1667,927,127,2023-07-08,3,456.66,1369.98,pending,south,4
1668,868,34,2024-03-17,4,159.27,637.08,cancelled,south,7
1669,766,191,2024-10-19,5,41.77,208.85,cancelled,east,5
1670,88,45,2023-10-09,4,361.8,1447.2,delivered,south,1
1671,203,56,2023-04-11,10,354.56,3545.6,delivered,north,2
1672,360,186,2023-09-05,3,438.54,1315.62,cancelled,south,9
1673,133,146,2023-07-23,5,125.41,627.05,delivered,north,10
1674,535,146,2023-03-30,2,125.41,250.82,returned,east,5
1675,150,100,2024-02-16,3,207.33,621.99,delivered,south,5
1676,791,135,2024-02-05,4,23.85,95.4,delivered,west,13
1677,648,55,2024-12-30,7,481.58,3371.06,pending,west,15
1678,268,88,2023-11-05,1,369.66,369.66,shipped,south,1
1679,20,200,2023-04-29,1,495.57,495.57,returned,east,14
1680,899,177,2024-11-10,9,397.49,3577.41,shipped,south,5
1681,966,121,2023-06-14,4,323.23,1292.92,shipped,west,13
1682,699,118,2023-03-21,9,295.64,2660.76,cancelled,north,1
1683,596,200,2024-11-21,9,495.57,4460.13,cancelled,east,6
1684,422,25,2023-10-11,10,399.68,3996.8,returned,east,1
1685,129,115,2023-07-07,6,150.91,905.46,delivered,west,5
1686,403,111,2023-09-14,6,149.1,894.6,shipped,east,2
1687,512,130,2024-05-10,3,36.43,109.29,pending,east,13
1688,583,178,2024-12-11,2,311.19,622.38,shipped,south,17
1689,387,5,2024-03-07,9,173.19,1558.71,delivered,south,10
1690,336,42,2024-05-07,7,342.82,2399.74,delivered,west,11
1691,573,50,2023-03-04,7,258.01,1806.07,shipped,west,10
1692,598,89,2024-03-13,7,236.91,1658.37,returned,east,1
1693,676,35,2024-09-28,5,192.95,964.75,pending,east,9
1694,341,87,2023-11-25,5,170.42,852.1,pending,east,15
1695,965,61,2023-09-07,4,356.73,1426.92,pending,north,13
1696,645,128,2023-01-28,9,275.58,2480.22,shipped,south,13
1697,770,167,2023-12-19,2,196.64,393.28,delivered,north,15
1698,15,38,2023-10-05,2,372.44,744.88,returned,west,6
1699,30,87,2023-08-03,3,170.42,511.26,shipped,north,9
1700,510,182,2024-09-28,1,37.55,37.55,delivered,north,8
1701,648,133,2023-02-11,5,384.0,1920.0,returned,west,9
1702,552,15,2023-05-01,2,85.78,171.56,pending,north,20
1703,606,66,2023-07-25,2,156.61,313.22,delivered,west,20
1704,543,149,2023-04-29,4,435.5,1742.0,shipped,north,10
1705,329,86,2023-11-09,10,488.89,4888.9,shipped,west,13
1706,912,194,2024-02-04,2,162.38,324.76,pending,west,1
1707,289,169,2023-09-22,4,154.45,617.8,returned,east,6
1708,165,187,2023-03-26,8,33.0,264.0,returned,west,8
1709,106,9,2024-12-12,7,246.83,1727.81,cancelled,west,1
1710,996,55,2023-06-10,5,481.58,2407.9,pending,west,5
1711,968,42,2023-11-11,5,342.82,1714.1,shipped,west,11
1712,70,107,2024-05-15,6,347.42,2084.52,returned,south,9
1713,125,176,2024-09-13,10,212.16,2121.6,shipped,east,12
1714,729,97,2023-02-17,2,43.86,87.72,shipped,west,13
1715,810,79,2023-10-23,4,219.9,879.6,delivered,west,16
1716,134,163,2023-07-27,9,224.78,2023.02,pending,north,1
1717,816,146,2023-02-16,4,125.41,501.64,pending,east,13
